test, device, access, stride, pattern, starting cpu, ending cpu, buffer size, memory type, delay injection, latency, bandwidth
bw, pmem0p1, seq, 128, W8, 0, 23, 400000, pmem, 0, 816.96, 853.5
bw, pmem10, seq, 2048, W10, 0, 23, 400000, pmem, 0, 0.0, 231.1
bw, nofile, seq, 512, R, 0, 23, 400000, dram, 0, 0.0, 28091.4
bw, pmem0p1, seq, 32, R, 0, 23, 400000, pmem, 0, 2648.09, 8018.4
bw, pmem0p1, rand, 1024, W2, 0, 23, 400000, dram, 0, 0.0, 13360.8
bw, nofile, seq, 32, W2, 0, 23, 400000, dram, 0, 0.0, 204364.6
bw, pmem0p1, seq, 2048, W7, 0, 23, 400000, pmem, 0, 1287.77, 806.6
bw, pmem0p1, seq, 64, W3, 0, 23, 400000, dram, 0, 0.0, 103044.8
bw, pmem0p1, rand, 128, W2, 0, 23, 400000, pmem, 0, 5778.04, 840.4
bw, pmem10, seq, 4096, W10, 0, 23, 400000, dram, 0, 0.0, 3480.3
bw, pmem10, seq, 4096, W5, 0, 23, 400000, pmem, 0, 81034.98, 200.3
bw, pmem0p1, seq, 512, W8, 0, 23, 400000, pmem, 0, 1151.8, 643.1
bw, pmem0p1, seq, 64, W2, 0, 23, 400000, pmem, 0, 4902.73, 1029.0
bw, pmem10, rand, 256, W7, 0, 23, 400000, pmem, 0, 0.0, 148.5
bw, pmem10, seq, 1024, W6, 0, 23, 400000, pmem, 0, 0.0, 109.7
bw, nofile, seq, 64, W7, 0, 23, 400000, dram, 0, 0.0, 92181.2
bw, pmem10, seq, 64, W10, 0, 23, 400000, pmem, 0, 0.0, 145.8
bw, pmem10, seq, 64, W2, 0, 23, 400000, dram, 0, 0.0, 102323.8
bw, pmem0p1, seq, 256, W3, 0, 23, 400000, dram, 0, 0.0, 46588.6
bw, pmem0p1, seq, 16, W8, 0, 23, 400000, dram, 0, 0.0, 63249.9
bw, pmem0p1, rand, 16, W5, 0, 23, 400000, pmem, 0, 1960.72, 2903.7
bw, pmem10, seq, 128, W3, 0, 23, 400000, pmem, 0, 0.0, 128.4
bw, nofile, rand, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13035.9
bw, pmem10, seq, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3480.1
bw, pmem0p1, rand, 32, W2, 0, 23, 400000, pmem, 0, 2456.05, 1692.6
bw, pmem10, rand, 2048, W6, 0, 23, 400000, pmem, 0, 9608.91, 109.8
bw, pmem10, seq, 512, W2, 0, 23, 400000, dram, 0, 0.0, 26063.8
bw, pmem0p1, seq, 256, W6, 0, 23, 400000, pmem, 0, 1253.65, 408.6
bw, nofile, seq, 512, W10, 0, 23, 400000, dram, 0, 0.0, 24036.9
bw, pmem10, rand, 1024, W5, 0, 23, 400000, pmem, 0, 0.0, 196.5
bw, pmem10, seq, 2048, R, 0, 23, 400000, pmem, 0, 6605.38, 1453.0
bw, pmem10, rand, 4096, W6, 0, 23, 400000, pmem, 0, 13147.95, 103.9
bw, pmem0p1, rand, 16, R, 0, 23, 400000, pmem, 0, 1677.44, 8889.0
bw, pmem10, seq, 32, W3, 0, 23, 400000, pmem, 0, 0.0, 406.2
bw, pmem0p1, rand, 64, W7, 0, 23, 400000, pmem, 0, 1877.15, 854.2
bw, nofile, rand, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6792.7
bw, pmem0p1, rand, 64, W2, 0, 23, 400000, dram, 0, 0.0, 93200.7
bw, pmem10, seq, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7774.8
bw, pmem10, seq, 64, W5, 0, 23, 400000, dram, 0, 0.0, 98339.1
bw, pmem10, seq, 64, W7, 0, 23, 400000, dram, 0, 0.0, 92190.3
bw, nofile, seq, 256, W8, 0, 23, 400000, dram, 0, 0.0, 39115.4
bw, nofile, rand, 4096, W2, 0, 23, 400000, dram, 0, 0.0, 3486.8
bw, pmem0p1, seq, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23385.0
bw, pmem10, rand, 1024, W6, 0, 23, 400000, pmem, 0, 0.0, 105.7
bw, pmem10, rand, 64, R, 0, 23, 400000, pmem, 0, 0.0, 199.9
bw, pmem10, seq, 32, W7, 0, 23, 400000, pmem, 0, 0.0, 254.5
bw, pmem10, rand, 4096, W5, 0, 23, 400000, pmem, 0, 82840.46, 197.4
bw, pmem10, seq, 2048, W6, 0, 23, 400000, pmem, 0, 7141.55, 116.1
bw, nofile, rand, 32, W5, 0, 23, 400000, dram, 0, 0.0, 190198.1
bw, pmem0p1, seq, 16, W8, 0, 23, 400000, pmem, 0, 108.37, 3356.6
bw, pmem10, rand, 2048, W2, 0, 23, 400000, dram, 0, 0.0, 6870.4
bw, pmem0p1, rand, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23935.4
bw, nofile, seq, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6833.5
bw, pmem10, seq, 128, W6, 0, 23, 400000, dram, 0, 0.0, 68061.9
bw, pmem10, seq, 1024, W2, 0, 23, 400000, dram, 0, 0.0, 13706.7
bw, pmem0p1, rand, 16, R, 0, 23, 400000, dram, 0, 0.0, 394485.6
bw, pmem0p1, rand, 4096, W5, 0, 23, 400000, pmem, 0, 6544.17, 662.2
bw, pmem0p1, seq, 256, W8, 0, 23, 400000, pmem, 0, 1174.67, 635.1
bw, pmem10, seq, 16, W7, 0, 23, 400000, pmem, 0, 0.0, 481.4
bw, pmem10, seq, 512, W5, 0, 23, 400000, dram, 0, 0.0, 23543.9
bw, pmem0p1, rand, 32, W6, 0, 23, 400000, pmem, 0, 606.94, 350.3
bw, nofile, seq, 512, W8, 0, 23, 400000, dram, 0, 0.0, 20803.2
bw, pmem10, rand, 128, W5, 0, 23, 400000, dram, 0, 0.0, 69298.4
bw, pmem10, seq, 4096, W6, 0, 23, 400000, dram, 0, 0.0, 3021.1
bw, pmem10, seq, 64, W6, 0, 23, 400000, pmem, 0, 0.0, 121.6
bw, pmem0p1, seq, 32, W3, 0, 23, 400000, dram, 0, 0.0, 205870.6
bw, pmem10, seq, 16, W2, 0, 23, 400000, dram, 0, 0.0, 405567.7
bw, pmem0p1, rand, 256, W7, 0, 23, 400000, dram, 0, 0.0, 46318.0
bw, pmem0p1, rand, 512, W2, 0, 23, 400000, dram, 0, 0.0, 24764.0
bw, pmem10, seq, 128, W3, 0, 23, 400000, dram, 0, 0.0, 64919.1
bw, pmem10, seq, 4096, R, 0, 23, 400000, pmem, 0, 8431.8, 1446.4
bw, pmem0p1, seq, 1024, W10, 0, 23, 400000, dram, 0, 0.0, 13101.6
bw, pmem0p1, seq, 32, W2, 0, 23, 400000, dram, 0, 0.0, 204376.8
bw, nofile, seq, 64, W6, 0, 23, 400000, dram, 0, 0.0, 78599.1
bw, nofile, seq, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3314.2
bw, pmem0p1, seq, 128, W10, 0, 23, 400000, pmem, 0, 775.73, 1082.8
bw, pmem0p1, rand, 1024, W5, 0, 23, 400000, pmem, 0, 6922.93, 666.3
bw, pmem0p1, rand, 128, R, 0, 23, 400000, dram, 0, 0.0, 84858.4
bw, pmem10, rand, 512, W6, 0, 23, 400000, pmem, 0, 0.0, 106.5
bw, pmem0p1, seq, 16, W5, 0, 23, 400000, dram, 0, 0.0, 391370.2
bw, pmem0p1, seq, 256, W2, 0, 23, 400000, pmem, 0, 5829.86, 767.6
bw, pmem0p1, seq, 16, W2, 0, 23, 400000, dram, 0, 0.0, 405577.2
bw, pmem0p1, rand, 256, W2, 0, 23, 400000, dram, 0, 0.0, 47201.6
bw, pmem0p1, rand, 128, R, 0, 23, 400000, pmem, 0, 5182.66, 1747.0
bw, pmem0p1, rand, 16, W6, 0, 23, 400000, dram, 0, 0.0, 4446.3
bw, pmem10, rand, 1024, W2, 0, 23, 400000, pmem, 0, 0.0, 198.7
bw, pmem0p1, rand, 2048, W7, 0, 23, 400000, pmem, 0, 2454.14, 826.9
bw, pmem10, seq, 1024, W5, 0, 23, 400000, dram, 0, 0.0, 12729.2
bw, pmem0p1, seq, 1024, W8, 0, 23, 400000, pmem, 0, 1276.03, 637.0
bw, pmem0p1, rand, 64, W7, 0, 23, 400000, dram, 0, 0.0, 87923.0
bw, pmem0p1, seq, 128, W5, 0, 23, 400000, pmem, 0, 5877.13, 713.3
bw, pmem0p1, seq, 4096, W3, 0, 23, 400000, pmem, 0, 5818.63, 907.7
bw, pmem10, seq, 256, W3, 0, 23, 400000, dram, 0, 0.0, 46577.9
bw, pmem0p1, seq, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13196.1
bw, pmem10, seq, 2048, W8, 0, 23, 400000, dram, 0, 0.0, 6130.4
bw, pmem10, seq, 32, W8, 0, 23, 400000, dram, 0, 0.0, 131191.0
bw, pmem0p1, seq, 32, W5, 0, 23, 400000, pmem, 0, 3357.14, 1576.9
bw, pmem10, seq, 2048, W5, 0, 23, 400000, pmem, 0, 71794.22, 201.9
bw, pmem0p1, seq, 512, W6, 0, 23, 400000, dram, 0, 0.0, 22934.6
bw, pmem0p1, rand, 512, W7, 0, 23, 400000, pmem, 0, 2545.45, 832.9
bw, pmem0p1, rand, 32, R, 0, 23, 400000, dram, 0, 0.0, 205794.9
bw, pmem0p1, seq, 32, R, 0, 23, 400000, dram, 0, 0.0, 216601.9
bw, nofile, rand, 1024, W6, 0, 23, 400000, dram, 0, 0.0, 11174.9
bw, pmem0p1, seq, 64, W6, 0, 23, 400000, dram, 0, 0.0, 78613.2
bw, nofile, seq, 2048, W10, 0, 23, 400000, dram, 0, 0.0, 6796.4
bw, pmem0p1, seq, 128, W7, 0, 23, 400000, dram, 0, 0.0, 56941.7
bw, pmem10, seq, 512, R, 0, 23, 400000, dram, 0, 0.0, 28083.9
bw, pmem0p1, seq, 1024, R, 0, 23, 400000, pmem, 0, 8289.14, 1489.1
bw, pmem10, seq, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23366.3
bw, pmem0p1, seq, 2048, W10, 0, 23, 400000, pmem, 0, 1127.02, 686.4
bw, nofile, seq, 64, W5, 0, 23, 400000, dram, 0, 0.0, 98332.6
bw, pmem0p1, rand, 1024, R, 0, 23, 400000, pmem, 0, 5368.36, 1747.8
bw, pmem10, seq, 32, W2, 0, 23, 400000, pmem, 0, 0.0, 406.6
bw, pmem10, seq, 256, W7, 0, 23, 400000, pmem, 0, 0.0, 94.0
bw, nofile, seq, 512, W3, 0, 23, 400000, dram, 0, 0.0, 26732.5
bw, nofile, rand, 16, W6, 0, 23, 400000, dram, 0, 0.0, 4440.0
bw, pmem0p1, seq, 16, W10, 0, 23, 400000, pmem, 0, 109.35, 4513.1
bw, pmem0p1, seq, 4096, W2, 0, 23, 400000, dram, 0, 0.0, 3524.2
bw, pmem0p1, seq, 512, W8, 0, 23, 400000, dram, 0, 0.0, 20805.7
bw, pmem10, rand, 512, W5, 0, 23, 400000, pmem, 0, 0.0, 197.5
bw, pmem0p1, rand, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 5730.0
bw, pmem10, seq, 32, W3, 0, 23, 400000, dram, 0, 0.0, 205862.4
bw, nofile, seq, 32, W3, 0, 23, 400000, dram, 0, 0.0, 205853.6
bw, pmem10, rand, 128, R, 0, 23, 400000, pmem, 0, 0.0, 176.2
bw, pmem0p1, rand, 256, W7, 0, 23, 400000, pmem, 0, 2592.69, 833.9
bw, pmem0p1, seq, 128, W2, 0, 23, 400000, pmem, 0, 4370.79, 870.3
bw, pmem0p1, seq, 1024, W3, 0, 23, 400000, pmem, 0, 5483.17, 927.6
bw, pmem0p1, rand, 32, R, 0, 23, 400000, pmem, 0, 3446.99, 4260.7
bw, pmem10, seq, 256, W8, 0, 23, 400000, dram, 0, 0.0, 39107.2
bw, pmem0p1, rand, 2048, R, 0, 23, 400000, pmem, 0, 5451.11, 1749.2
bw, pmem0p1, seq, 32, W8, 0, 23, 400000, dram, 0, 0.0, 131138.9
bw, pmem10, rand, 32, W7, 0, 23, 400000, dram, 0, 0.0, 32156.8
bw, pmem10, rand, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7637.6
bw, pmem0p1, rand, 64, W5, 0, 23, 400000, pmem, 0, 6465.1, 674.8
bw, pmem0p1, seq, 2048, W3, 0, 23, 400000, dram, 0, 0.0, 7166.2
bw, nofile, seq, 4096, W3, 0, 23, 400000, dram, 0, 0.0, 3607.2
bw, nofile, seq, 64, R, 0, 23, 400000, dram, 0, 0.0, 108146.0
bw, pmem10, seq, 16, R, 0, 23, 400000, pmem, 0, 0.0, 822.6
bw, pmem0p1, rand, 256, W2, 0, 23, 400000, pmem, 0, 6337.15, 837.0
bw, pmem0p1, seq, 32, W10, 0, 23, 400000, pmem, 0, 243.19, 3377.6
bw, nofile, seq, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7773.6
bw, pmem0p1, seq, 1024, R, 0, 23, 400000, dram, 0, 0.0, 15470.1
bw, pmem0p1, rand, 16, W2, 0, 23, 400000, dram, 0, 0.0, 374387.4
bw, pmem0p1, rand, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6793.4
bw, nofile, seq, 64, W2, 0, 23, 400000, dram, 0, 0.0, 102329.3
bw, pmem0p1, rand, 128, W6, 0, 23, 400000, dram, 0, 0.0, 64834.7
bw, pmem10, seq, 1024, W8, 0, 23, 400000, dram, 0, 0.0, 11601.0
bw, pmem10, seq, 256, W5, 0, 23, 400000, dram, 0, 0.0, 42188.5
bw, pmem10, rand, 2048, W2, 0, 23, 400000, pmem, 0, 52805.44, 295.4
bw, pmem10, rand, 512, W7, 0, 23, 400000, pmem, 0, 0.0, 149.4
bw, nofile, seq, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23391.4
bw, pmem0p1, seq, 16, R, 0, 23, 400000, pmem, 0, 1062.97, 16909.6
bw, pmem0p1, seq, 2048, W5, 0, 23, 400000, pmem, 0, 6954.26, 665.3
bw, pmem0p1, seq, 64, W8, 0, 23, 400000, dram, 0, 0.0, 87389.9
bw, nofile, seq, 16, W8, 0, 23, 400000, dram, 0, 0.0, 63249.5
bw, pmem0p1, seq, 16, W3, 0, 23, 400000, dram, 0, 0.0, 410983.1
bw, pmem10, seq, 16, W6, 0, 23, 400000, dram, 0, 0.0, 25376.0
bw, pmem10, seq, 2048, W5, 0, 23, 400000, dram, 0, 0.0, 6556.2
bw, pmem10, seq, 128, W10, 0, 23, 400000, pmem, 0, 0.0, 106.8
bw, pmem10, seq, 32, W8, 0, 23, 400000, pmem, 0, 0.0, 211.8
bw, pmem0p1, seq, 32, W5, 0, 23, 400000, dram, 0, 0.0, 196563.6
bw, pmem0p1, seq, 128, W10, 0, 23, 400000, dram, 0, 0.0, 56254.7
bw, pmem10, rand, 16, W2, 0, 23, 400000, dram, 0, 0.0, 368947.3
bw, pmem0p1, seq, 16, W7, 0, 23, 400000, pmem, 0, 109.12, 4636.4
bw, pmem10, rand, 256, R, 0, 23, 400000, dram, 0, 0.0, 54033.5
bw, pmem10, rand, 4096, R, 0, 23, 400000, pmem, 0, 5680.53, 1728.5
bw, pmem0p1, seq, 64, W10, 0, 23, 400000, pmem, 0, 796.93, 1546.7
bw, pmem10, seq, 4096, W2, 0, 23, 400000, pmem, 0, 42254.06, 299.9
bw, pmem0p1, seq, 64, R, 0, 23, 400000, pmem, 0, 6217.25, 3760.1
bw, pmem0p1, rand, 4096, W6, 0, 23, 400000, pmem, 0, 2114.55, 390.3
bw, pmem0p1, rand, 128, W7, 0, 23, 400000, dram, 0, 0.0, 70784.2
bw, nofile, seq, 32, W6, 0, 23, 400000, dram, 0, 0.0, 156109.8
bw, pmem0p1, rand, 1024, R, 0, 23, 400000, dram, 0, 0.0, 14886.0
bw, nofile, rand, 128, W5, 0, 23, 400000, dram, 0, 0.0, 69296.1
bw, nofile, rand, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7629.8
bw, pmem10, rand, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23809.7
bw, pmem10, rand, 1024, W2, 0, 23, 400000, dram, 0, 0.0, 13388.2
bw, nofile, seq, 256, R, 0, 23, 400000, dram, 0, 0.0, 49760.5
bw, pmem10, seq, 4096, W2, 0, 23, 400000, dram, 0, 0.0, 3524.7
bw, pmem0p1, rand, 64, W6, 0, 23, 400000, dram, 0, 0.0, 77683.4
bw, pmem10, seq, 128, W2, 0, 23, 400000, pmem, 0, 0.0, 136.1
bw, nofile, seq, 128, W3, 0, 23, 400000, dram, 0, 0.0, 64927.9
bw, nofile, seq, 16, W6, 0, 23, 400000, dram, 0, 0.0, 25377.0
bw, nofile, rand, 2048, W5, 0, 23, 400000, dram, 0, 0.0, 6452.5
bw, pmem0p1, seq, 2048, W8, 0, 23, 400000, dram, 0, 0.0, 6129.6
bw, nofile, seq, 128, W10, 0, 23, 400000, dram, 0, 0.0, 56278.3
bw, pmem10, seq, 1024, W10, 0, 23, 400000, dram, 0, 0.0, 13108.8
bw, pmem0p1, seq, 256, W5, 0, 23, 400000, pmem, 0, 6843.17, 628.0
bw, pmem10, seq, 1024, W2, 0, 23, 400000, pmem, 0, 0.0, 171.2
bw, pmem10, seq, 4096, W8, 0, 23, 400000, pmem, 0, 25844.73, 197.5
bw, pmem0p1, rand, 128, W5, 0, 23, 400000, pmem, 0, 7328.08, 670.4
bw, pmem10, rand, 2048, W7, 0, 23, 400000, pmem, 0, 28432.2, 317.6
bw, pmem10, seq, 4096, W6, 0, 23, 400000, pmem, 0, 8314.6, 113.1
bw, pmem0p1, rand, 512, W2, 0, 23, 400000, pmem, 0, 6086.21, 836.6
bw, nofile, seq, 2048, W8, 0, 23, 400000, dram, 0, 0.0, 6128.9
bw, nofile, seq, 64, W8, 0, 23, 400000, dram, 0, 0.0, 87374.1
bw, pmem10, seq, 32, R, 0, 23, 400000, pmem, 0, 0.0, 416.5
bw, nofile, seq, 32, W5, 0, 23, 400000, dram, 0, 0.0, 196563.8
bw, pmem0p1, seq, 4096, W10, 0, 23, 400000, dram, 0, 0.0, 3481.0
bw, pmem0p1, seq, 64, W2, 0, 23, 400000, dram, 0, 0.0, 102339.4
bw, pmem0p1, seq, 1024, W8, 0, 23, 400000, dram, 0, 0.0, 11600.8
bw, pmem10, seq, 256, W7, 0, 23, 400000, dram, 0, 0.0, 41988.7
bw, pmem0p1, seq, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7775.0
bw, pmem10, rand, 1024, W6, 0, 23, 400000, dram, 0, 0.0, 11189.0
bw, pmem10, rand, 4096, W2, 0, 23, 400000, pmem, 0, 51823.31, 295.1
bw, pmem0p1, rand, 32, W7, 0, 23, 400000, dram, 0, 0.0, 31044.3
bw, pmem10, seq, 256, W5, 0, 23, 400000, pmem, 0, 0.0, 125.4
bw, pmem0p1, seq, 4096, R, 0, 23, 400000, pmem, 0, 8396.64, 1440.7
bw, pmem0p1, seq, 64, W8, 0, 23, 400000, pmem, 0, 894.55, 1159.3
bw, nofile, seq, 64, W10, 0, 23, 400000, dram, 0, 0.0, 91979.1
bw, pmem10, seq, 16, W3, 0, 23, 400000, pmem, 0, 0.0, 804.6
bw, pmem10, seq, 512, W10, 0, 23, 400000, dram, 0, 0.0, 24028.6
bw, pmem10, seq, 512, W10, 0, 23, 400000, pmem, 0, 0.0, 131.9
bw, pmem0p1, rand, 64, W6, 0, 23, 400000, pmem, 0, 1044.09, 428.8
bw, pmem0p1, seq, 128, W7, 0, 23, 400000, pmem, 0, 773.29, 1107.3
bw, nofile, seq, 256, W5, 0, 23, 400000, dram, 0, 0.0, 42196.2
bw, pmem0p1, rand, 512, W6, 0, 23, 400000, pmem, 0, 1794.05, 396.8
bw, pmem10, seq, 16, R, 0, 23, 400000, dram, 0, 0.0, 433563.3
bw, nofile, rand, 512, W5, 0, 23, 400000, dram, 0, 0.0, 22798.4
bw, nofile, seq, 256, W10, 0, 23, 400000, dram, 0, 0.0, 42291.2
bw, pmem10, rand, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3297.8
bw, nofile, seq, 32, W8, 0, 23, 400000, dram, 0, 0.0, 130990.9
bw, pmem0p1, seq, 512, W3, 0, 23, 400000, pmem, 0, 5437.36, 911.7
bw, pmem10, seq, 512, W8, 0, 23, 400000, dram, 0, 0.0, 20807.1
bw, pmem0p1, seq, 128, W5, 0, 23, 400000, dram, 0, 0.0, 65298.6
bw, pmem10, seq, 128, W8, 0, 23, 400000, pmem, 0, 0.0, 102.5
bw, nofile, rand, 1024, W2, 0, 23, 400000, dram, 0, 0.0, 13369.1
bw, pmem10, rand, 64, W6, 0, 23, 400000, dram, 0, 0.0, 77737.2
bw, pmem10, seq, 32, W6, 0, 23, 400000, dram, 0, 0.0, 156152.7
bw, pmem0p1, seq, 64, W5, 0, 23, 400000, pmem, 0, 6783.88, 787.9
bw, pmem0p1, seq, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3480.6
bw, pmem10, rand, 32, W7, 0, 23, 400000, pmem, 0, 0.0, 168.5
bw, pmem0p1, seq, 2048, R, 0, 23, 400000, pmem, 0, 6241.86, 1505.2
